Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Children,Drinker,Smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
246,25,16,41,244.387,98,1,1,0,1,0,0,67,170,23,0
118,13,18,50,244.387,98,1,1,1,1,0,0,98,178,31,0
179,51,18,38,244.387,98,0,1,0,1,0,0,89,170,31,8
289,36,13,33,244.387,98,0,1,2,1,0,1,90,172,30,8
260,50,11,36,244.387,98,0,1,4,1,0,0,65,168,23,8
246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23,2
179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31,4
260,50,11,36,239.409,98,0,1,4,1,0,0,65,168,23,3
330,16,4,28,239.409,98,0,2,0,0,0,0,84,182,25,4
369,17,12,31,239.409,98,0,1,3,1,0,0,70,169,25,4
248,25,14,47,239.409,98,0,1,2,0,0,1,86,165,32,4
330,16,4,28,239.409,98,0,2,0,0,0,0,84,182,25,8
179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31,8
118,13,18,50,239.409,98,0,1,1,1,0,0,98,178,31,1
118,13,18,50,239.409,98,0,1,1,1,0,0,98,178,31,120
300,26,13,43,239.409,98,0,1,2,1,1,1,77,175,25,8
260,50,11,36,239.409,98,0,1,4,1,0,0,65,168,23,4
179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31,4
118,10,10,37,239.409,98,0,1,0,0,0,0,83,172,28,2
235,20,13,43,246.074,99,0,1,1,1,0,0,106,167,38,16
248,25,14,47,246.074,99,0,1,2,0,0,1,86,165,32,2
369,17,12,31,246.074,99,0,1,3,1,0,0,70,169,25,8
179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19,3
179,51,18,38,246.074,99,0,1,0,1,0,0,89,170,31,4
361,52,3,28,246.074,99,0,1,1,1,0,4,80,172,27,1
260,50,11,36,246.074,99,0,1,4,1,0,0,65,168,23,3
179,22,17,40,246.074,99,0,2,2,0,1,0,63,170,22,2
179,22,17,40,246.074,99,0,2,2,0,1,0,63,170,22,3
228,14,16,58,246.074,99,0,1,2,0,0,1,65,172,22,8
225,26,9,28,246.074,99,0,1,1,0,0,2,69,169,24,3
330,16,4,28,246.074,99,0,2,0,0,0,0,84,182,25,8
179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19,2
118,10,10,37,246.074,99,0,1,0,0,0,0,83,172,28,1
235,11,14,37,246.074,99,0,3,1,0,0,1,88,172,29,8
179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19,3
118,10,10,37,253.957,95,0,1,0,0,0,0,83,172,28,3
179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,3
118,10,10,37,253.957,95,0,1,0,0,0,0,83,172,28,2
225,26,9,28,253.957,95,0,1,1,0,0,2,69,169,24,4
260,50,11,36,253.957,95,0,1,4,1,0,0,65,168,23,4
179,51,18,38,253.957,95,1,1,0,1,0,0,89,170,31,0
291,31,12,40,253.957,95,0,1,1,1,0,1,73,171,25,40
179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,24
246,25,16,41,253.957,95,0,1,0,1,0,0,67,170,23,3
179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,4
235,20,13,43,253.957,95,0,1,1,1,0,0,106,167,38,8
179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,2
225,26,9,28,253.957,95,0,1,1,0,0,2,69,169,24,2
118,13,18,50,253.957,95,0,1,1,1,0,0,98,178,31,2
179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,8
179,26,9,30,253.957,95,0,3,0,0,0,0,56,171,19,2
246,25,16,41,253.957,95,0,1,0,1,0,0,67,170,23,2
330,16,4,28,253.957,95,0,2,0,0,0,0,84,182,25,1
235,11,14,37,253.957,95,0,3,1,0,0,1,88,172,29,8
179,26,9,30,230.29,92,0,3,0,0,0,0,56,171,19,2
225,26,9,28,230.29,92,0,1,1,0,0,2,69,169,24,4
260,50,11,36,230.29,92,0,1,4,1,0,0,65,168,23,8
268,11,8,33,230.29,92,0,2,0,0,0,0,79,178,25,8
330,16,4,28,230.29,92,0,2,0,0,0,0,84,182,25,8
118,10,10,37,230.29,92,0,1,0,0,0,0,83,172,28,8
260,50,11,36,230.29,92,0,1,4,1,0,0,65,168,23,4
118,10,10,37,230.29,92,0,1,0,0,0,0,83,172,28,8
300,26,13,43,230.29,92,0,1,2,1,1,1,77,175,25,8
235,29,12,48,230.29,92,0,1,1,0,1,5,88,163,33,1
246,25,16,41,230.29,92,0,1,0,1,0,0,67,170,23,2
225,26,9,28,230.29,92,0,1,1,0,0,2,69,169,24,112
179,51,18,38,230.29,92,0,1,0,1,0,0,89,170,31,1
118,13,18,50,230.29,92,0,1,1,1,0,0,98,178,31,1
361,52,3,28,230.29,92,0,1,1,1,0,4,80,172,27,8
289,36,13,33,230.29,92,0,1,2,1,0,1,90,172,30,8
235,20,13,43,230.29,92,0,1,1,1,0,0,106,167,38,8
246,25,16,41,230.29,92,0,1,0,1,0,0,67,170,23,2
291,31,12,40,230.29,92,0,1,1,1,0,1,73,171,25,1
279,5,14,39,230.29,92,0,1,2,1,1,0,68,168,24,2
179,51,18,38,249.797,93,0,1,0,1,0,0,89,170,31,4
179,22,17,40,249.797,93,0,2,2,0,1,0,63,170,22,1
246,25,16,41,249.797,93,0,1,0,1,0,0,67,170,23,4
118,10,10,37,249.797,93,0,1,0,0,0,0,83,172,28,4
289,36,13,33,249.797,93,0,1,2,1,0,1,90,172,30,8
235,20,13,43,249.797,93,0,1,1,1,0,0,106,167,38,8
291,31,12,40,249.797,93,0,1,1,1,0,1,73,171,25,4
179,51,18,38,249.797,93,0,1,0,1,0,0,89,170,31,4
179,22,17,40,249.797,93,0,2,2,0,1,0,63,170,22,8
330,16,4,28,249.797,93,0,2,0,0,0,0,84,182,25,16
235,11,14,37,249.797,93,0,3,1,0,0,1,88,172,29,4
246,25,16,41,249.797,93,0,1,0,1,0,0,67,170,23,1
118,10,10,37,249.797,93,0,1,0,0,0,0,83,172,28,5
291,31,12,40,249.797,93,0,1,1,1,0,1,73,171,25,2
260,50,11,36,249.797,93,0,1,4,1,0,0,65,168,23,3
246,25,16,41,261.756,87,0,1,0,1,0,0,67,170,23,1
246,25,16,41,261.756,87,0,1,0,1,0,0,67,170,23,1
118,10,10,37,261.756,87,0,1,0,0,0,0,83,172,28,3
155,12,14,34,261.756,87,0,1,2,1,0,0,95,196,25,2
291,31,12,40,261.756,87,0,1,1,1,0,1,73,171,25,2
179,26,9,30,261.756,87,0,3,0,0,0,0,56,171,19,8
248,25,14,47,261.756,87,0,1,2,0,0,1,86,165,32,1
179,51,18,38,261.756,87,0,1,0,1,0,0,89,170,31,4
225,26,9,28,261.756,87,0,1,1,0,0,2,69,169,24,1
179,26,9,30,261.756,87,0,3,0,0,0,0,56,171,19,2
369,17,12,31,261.756,87,0,1,3,1,0,0,70,169,25,8
361,52,3,28,261.756,87,0,1,1,1,0,4,80,172,27,8
289,48,29,49,284.853,91,0,1,0,0,0,2,108,172,36,1
235,16,8,32,284.853,91,0,3,0,0,0,0,75,178,25,3
246,25,16,41,284.853,91,0,1,0,1,0,0,67,170,23,8
289,48,29,49,284.853,91,0,1,0,0,0,2,108,172,36,3
291,31,12,40,284.853,91,0,1,1,1,0,1,73,171,25,2
118,10,10,37,284.853,91,0,1,0,0,0,0,83,172,28,2
289,48,29,49,284.853,91,0,1,0,0,0,2,108,172,36,2
291,31,12,40,284.853,91,0,1,1,1,0,1,73,171,25,1
225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,2
369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25,8
369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25,3
225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,4
369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25,8
179,51,18,38,284.853,91,0,1,0,1,0,0,89,170,31,3
228,14,16,58,284.853,91,0,1,2,0,0,1,65,172,22,1
291,31,12,40,284.853,91,0,1,1,1,0,1,73,171,25,1
369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25,8
225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,1
369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25,8
225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,3
189,29,13,33,284.853,91,0,1,2,0,0,2,69,167,25,8
235,16,8,32,284.853,91,0,3,0,0,0,0,75,178,25,8
248,25,14,47,284.853,91,0,1,2,0,0,1,86,165,32,8
225,26,9,28,284.853,91,1,1,1,0,0,2,69,169,24,0
225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,3
179,51,18,38,268.519,93,0,1,0,1,0,0,89,170,31,1
118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,3
330,16,4,28,268.519,93,0,2,0,0,0,0,84,182,25,24
179,51,18,38,268.519,93,0,1,0,1,0,0,89,170,31,1
118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,8
289,36,13,33,268.519,93,0,1,2,1,0,1,90,172,30,8
235,16,8,32,268.519,93,0,3,0,0,0,0,75,178,25,8
225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,4
361,52,3,28,268.519,93,0,1,1,1,0,4,80,172,27,8
291,31,12,40,268.519,93,0,1,1,1,0,1,73,171,25,2
118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,2
225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,3
179,51,18,38,268.519,93,0,1,0,1,0,0,89,170,31,1
118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,8
118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,8
225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,2
291,31,12,40,268.519,93,1,1,1,1,0,1,73,171,25,0
289,36,13,33,268.519,93,1,1,2,1,0,1,90,172,30,0
248,25,14,47,268.519,93,0,1,2,0,0,1,86,165,32,4
235,20,13,43,268.519,93,1,1,1,1,0,0,106,167,38,0
225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,2
369,17,12,31,268.519,93,0,1,3,1,0,0,70,169,25,8
361,52,3,28,268.519,93,0,1,1,1,0,4,80,172,27,2
179,51,18,38,280.549,98,0,1,0,1,0,0,89,170,31,32
291,31,12,40,280.549,98,0,1,1,1,0,1,73,171,25,1
225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,3
179,26,9,30,280.549,98,0,3,0,0,0,0,56,171,19,1
225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,3
225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,3
361,52,3,28,280.549,98,0,1,1,1,0,4,80,172,27,4
179,22,17,40,280.549,98,0,2,2,0,1,0,63,170,22,2
235,20,13,43,280.549,98,0,1,1,1,0,0,106,167,38,8
233,51,1,31,280.549,98,0,2,1,1,0,8,68,178,21,8
179,26,9,30,280.549,98,0,3,0,0,0,0,56,171,19,16
225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,2
225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,3
225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,2
155,12,14,34,280.549,98,0,1,2,1,0,0,95,196,25,80
179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,24
179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,16
179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,2
179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,2
179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,3
179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,2
289,48,29,49,313.532,96,0,1,0,0,0,2,108,172,36,8
179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,3
179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,2
155,12,14,34,313.532,96,0,1,2,1,0,0,95,196,25,8
179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,2
179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31,3
289,36,13,33,313.532,96,0,1,2,1,0,1,90,172,30,8
179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31,3
179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31,2
179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,8
225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,3
248,25,14,47,264.249,97,0,1,2,0,0,1,86,165,32,8
179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,3
179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
179,26,9,30,264.249,97,0,3,0,0,0,0,56,171,19,2
225,15,15,41,264.249,97,0,4,2,1,0,2,94,182,28,2
179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
233,51,1,31,264.249,97,0,2,1,1,0,8,68,178,21,2
179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,8
179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,3
179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,3
225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,3
179,26,9,30,264.249,97,0,3,0,0,0,0,56,171,19,2
179,22,17,40,264.249,97,0,2,2,0,1,0,63,170,22,2
179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,3
233,51,1,31,264.249,97,0,2,1,1,0,8,68,178,21,3
179,26,9,30,264.249,97,0,3,0,0,0,0,56,171,19,2
179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,8
179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
155,12,14,34,264.249,97,0,1,2,1,0,0,95,196,25,5
235,16,8,32,264.249,97,0,3,0,0,0,0,75,178,25,3
179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,2
179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
248,25,14,47,264.249,97,0,1,2,0,0,1,86,165,32,2
225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,2
179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
235,16,8,32,264.249,97,0,3,0,0,0,0,75,178,25,2
179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2
248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,2
228,14,16,58,222.196,99,0,1,2,0,0,1,65,172,22,3
248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,3
228,14,16,58,222.196,99,0,1,2,0,0,1,65,172,22,112
179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2
225,26,9,28,222.196,99,0,1,1,0,0,2,69,169,24,2
179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
225,26,9,28,222.196,99,0,1,1,0,0,2,69,169,24,2
179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,3
235,16,8,32,222.196,99,0,3,0,0,0,0,75,178,25,3
361,52,3,28,222.196,99,0,1,1,1,0,4,80,172,27,8
179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,8
179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2
179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,2
179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,4
248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,2
179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
225,26,9,28,222.196,99,0,1,1,0,0,2,69,169,24,8
179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2
289,36,13,33,222.196,99,0,1,2,1,0,1,90,172,30,8
228,14,16,58,222.196,99,0,1,2,0,0,1,65,172,22,2
179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2
248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,3
179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,2
179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
118,15,24,46,222.196,99,0,1,2,1,1,0,75,175,25,8
155,12,14,34,222.196,99,0,1,2,1,0,0,95,196,25,24
179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,2
289,36,13,33,222.196,99,0,1,2,1,0,1,90,172,30,104
369,17,12,31,222.196,99,0,1,3,1,0,0,70,169,25,8
225,26,9,28,246.288,91,0,1,1,0,0,2,69,169,24,8
118,10,10,37,246.288,91,0,1,0,0,0,0,83,172,28,8
361,52,3,28,246.288,91,0,1,1,1,0,4,80,172,27,8
248,25,14,47,246.288,91,0,1,2,0,0,1,86,165,32,8
189,29,13,33,246.288,91,0,1,2,0,0,2,69,167,25,8
179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,2
369,17,12,31,246.288,91,0,1,3,1,0,0,70,169,25,24
179,22,17,40,246.288,91,0,2,2,0,1,0,63,170,22,2
118,13,18,50,246.288,91,0,1,1,1,0,0,98,178,31,3
361,52,3,28,246.288,91,0,1,1,1,0,4,80,172,27,2
118,10,10,37,246.288,91,0,1,0,0,0,0,83,172,28,2
235,11,14,37,246.288,91,0,3,1,0,0,1,88,172,29,8
179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,2
225,26,9,28,246.288,91,0,1,1,0,0,2,69,169,24,8
235,16,8,32,246.288,91,0,3,0,0,0,0,75,178,25,3
179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,2
155,12,14,34,246.288,91,0,1,2,1,0,0,95,196,25,4
225,26,9,28,246.288,91,0,1,1,0,0,2,69,169,24,8
118,13,18,50,246.288,91,0,1,1,1,0,0,98,178,31,2
179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,2
235,11,14,37,237.656,99,0,3,1,0,0,1,88,172,29,8
225,15,15,41,237.656,99,0,4,2,1,0,2,94,182,28,3
235,16,8,32,237.656,99,0,3,0,0,0,0,75,178,25,2
118,10,10,37,237.656,99,0,1,0,0,0,0,83,172,28,3
235,20,13,43,237.656,99,0,1,1,1,0,0,106,167,38,8
179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,1
291,31,12,40,237.656,99,0,1,1,1,0,1,73,171,25,2
225,15,15,41,237.656,99,0,4,2,1,0,2,94,182,28,8
300,26,13,43,237.656,99,0,1,2,1,1,1,77,175,25,64
225,15,15,41,237.656,99,0,4,2,1,0,2,94,182,28,8
179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,2
118,13,18,50,237.656,99,0,1,1,1,0,0,98,178,31,2
118,13,18,50,237.656,99,0,1,1,1,0,0,98,178,31,3
118,10,10,37,237.656,99,0,1,0,0,0,0,83,172,28,1
118,13,18,50,237.656,99,1,1,1,1,0,0,98,178,31,0
179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,2
378,49,11,36,237.656,99,1,1,2,0,1,4,65,174,21,0
179,22,17,40,237.656,99,0,2,2,0,1,0,63,170,22,1
155,12,14,34,237.656,99,0,1,2,1,0,0,95,196,25,48
235,16,8,32,237.656,99,0,3,0,0,0,0,75,178,25,8
291,31,12,40,237.656,99,0,1,1,1,0,1,73,171,25,8
179,22,17,40,237.656,99,0,2,2,0,1,0,63,170,22,8
225,26,9,28,237.656,99,0,1,1,0,0,2,69,169,24,3
330,16,4,28,237.656,99,0,2,0,0,0,0,84,182,25,8
235,16,8,32,237.656,99,0,3,0,0,0,0,75,178,25,2
291,31,12,40,237.656,99,0,1,1,1,0,1,73,171,25,2
179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,2
361,52,3,28,237.656,99,0,1,1,1,0,4,80,172,27,8
155,12,14,34,237.656,99,0,1,2,1,0,0,95,196,25,2
179,22,17,40,237.656,99,0,2,2,0,1,0,63,170,22,8
155,12,14,34,237.656,99,0,1,2,1,0,0,95,196,25,8
225,26,9,28,237.656,99,0,1,1,0,0,2,69,169,24,1
118,15,24,46,275.089,96,0,1,2,1,1,0,75,175,25,8
179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19,3
118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28,8
118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28,8
378,49,11,36,275.089,96,0,1,2,0,1,4,65,174,21,8
118,13,18,50,275.089,96,0,1,1,1,0,0,98,178,31,24
233,51,1,31,275.089,96,0,2,1,1,0,8,68,178,21,8
179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19,2
235,29,12,48,275.089,96,1,1,1,0,1,5,88,163,33,0
268,11,8,33,275.089,96,1,2,0,0,0,0,79,178,25,0
118,13,18,50,275.089,96,0,1,1,1,0,0,98,178,31,3
179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19,2
291,31,12,40,275.089,96,0,1,1,1,0,1,73,171,25,2
179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19,3
118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28,3
233,51,1,31,275.089,96,0,2,1,1,0,8,68,178,21,8
118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28,2
118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28,3
233,51,1,31,275.089,96,0,2,1,1,0,8,68,178,21,3
235,20,13,43,264.604,93,0,1,1,1,0,0,106,167,38,4
233,51,1,31,264.604,93,0,2,1,1,0,8,68,178,21,2
228,14,16,58,264.604,93,0,1,2,0,0,1,65,172,22,8
118,10,10,37,264.604,93,0,1,0,0,0,0,83,172,28,4
228,14,16,58,264.604,93,0,1,2,0,0,1,65,172,22,120
189,29,13,33,264.604,93,0,1,2,0,0,2,69,167,25,16
118,10,10,37,264.604,93,0,1,0,0,0,0,83,172,28,2
361,52,3,28,264.604,93,0,1,1,1,0,4,80,172,27,8
225,26,9,28,264.604,93,0,1,1,0,0,2,69,169,24,8
369,17,12,31,264.604,93,0,1,3,1,0,0,70,169,25,80
289,36,13,33,264.604,93,0,1,2,1,0,1,90,172,30,8
235,11,14,37,264.604,93,0,3,1,0,0,1,88,172,29,4
118,14,13,40,271.219,95,0,1,1,1,0,8,98,170,34,0
231,35,14,39,271.219,95,0,1,2,1,0,2,100,170,35,0
179,45,14,53,271.219,95,0,1,1,0,0,1,77,175,25,0
